FAWN Station,TIMESTAMP,Rain_in,Irrig_in,RainIrr_in,rainIrr_mm
Quincy,12/23/2019,0.01,,0.01,0.254
Quincy,12/24/2019,0,,0,0
Quincy,12/25/2019,0,,0,0
Quincy,12/26/2019,0,,0,0
Quincy,12/27/2019,0,,0,0
Quincy,12/28/2019,0,,0,0
Quincy,12/29/2019,0.13,,0.13,3.302
Quincy,12/30/2019,0,,0,0
Quincy,12/31/2019,0,,0,0
Quincy,1/1/2020,0,,0,0
Quincy,1/2/2020,0,,0,0
Quincy,1/3/2020,0,,0,0
Quincy,1/4/2020,0.45,,0.45,11.43
Quincy,1/5/2020,0,,0,0
Quincy,1/6/2020,0,,0,0
Quincy,1/7/2020,0,,0,0
Quincy,1/8/2020,0,,0,0
Quincy,1/9/2020,0,,0,0
Quincy,1/10/2020,0,,0,0
Quincy,1/11/2020,0.31,,0.31,7.874
Quincy,1/12/2020,0.01,,0.01,0.254
Quincy,1/13/2020,0.01,,0.01,0.254
Quincy,1/14/2020,0,,0,0
Quincy,1/15/2020,0.29,,0.29,7.366
Quincy,1/16/2020,0.01,,0.01,0.254
Quincy,1/17/2020,0,,0,0
Quincy,1/18/2020,0.29,,0.29,7.366
Quincy,1/19/2020,0.03,,0.03,0.762
Quincy,1/20/2020,0,,0,0
Quincy,1/21/2020,0,,0,0
Quincy,1/22/2020,0,,0,0
Quincy,1/23/2020,0.01,,0.01,0.254
Quincy,1/24/2020,0.11,,0.11,2.794
Quincy,1/25/2020,0,,0,0
Quincy,1/26/2020,0.02,,0.02,0.508
Quincy,1/27/2020,0,,0,0
Quincy,1/28/2020,0,,0,0
Quincy,1/29/2020,0.17,,0.17,4.318
Quincy,1/30/2020,0,,0,0
Quincy,1/31/2020,0.15,,0.15,3.81
Quincy,2/1/2020,0,,0,0
Quincy,2/2/2020,0,,0,0
Quincy,2/3/2020,0.02,,0.02,0.508
Quincy,2/4/2020,0,,0,0
Quincy,2/5/2020,0.05,,0.05,1.27
Quincy,2/6/2020,1.39,,1.39,35.306
Quincy,2/7/2020,0,,0,0
Quincy,2/8/2020,0,,0,0
Quincy,2/9/2020,0,,0,0
Quincy,2/10/2020,0,,0,0
Quincy,2/11/2020,0,,0,0
Quincy,2/12/2020,0,,0,0
Quincy,2/13/2020,0.63,,0.63,16.002
Quincy,2/14/2020,0.15,,0.15,3.81
Quincy,2/15/2020,0,,0,0
Quincy,2/16/2020,0.27,,0.27,6.858
Quincy,2/17/2020,0,,0,0
Quincy,2/18/2020,0,,0,0
Quincy,2/19/2020,0.01,,0.01,0.254
Quincy,2/20/2020,0.58,,0.58,14.732
Quincy,2/21/2020,0,,0,0
Quincy,2/22/2020,0,,0,0
Quincy,2/23/2020,0,,0,0
Quincy,2/24/2020,0.76,,0.76,19.304
Quincy,2/25/2020,1.43,,1.43,36.322
Quincy,2/26/2020,0.95,,0.95,24.13
Quincy,2/27/2020,0,,0,0
Quincy,2/28/2020,0,,0,0
Quincy,2/29/2020,0,,0,0
Quincy,3/1/2020,0,,0,0
Quincy,3/2/2020,0,,0,0
Quincy,3/3/2020,1.57,,1.57,39.878
Quincy,3/4/2020,0.41,,0.41,10.414
Quincy,3/5/2020,0.16,,0.16,4.064
Quincy,3/6/2020,0,,0,0
Quincy,3/7/2020,0,,0,0
Quincy,3/8/2020,0,,0,0
Quincy,3/9/2020,0,,0,0
Quincy,3/10/2020,0,,0,0
Quincy,3/11/2020,0,,0,0
Quincy,3/12/2020,0,,0,0
Quincy,3/13/2020,0,,0,0
Quincy,3/14/2020,0,,0,0
Quincy,3/15/2020,0,,0,0
Quincy,3/16/2020,0,,0,0
Quincy,3/17/2020,0.01,,0.01,0.254
Quincy,3/18/2020,0.01,,0.01,0.254
Quincy,3/19/2020,0,,0,0
Quincy,3/20/2020,0,,0,0
Quincy,3/21/2020,0,,0,0
Quincy,3/22/2020,0,,0,0
Quincy,3/23/2020,0,,0,0
Quincy,3/24/2020,0,,0,0
Quincy,3/25/2020,0,,0,0
Quincy,3/26/2020,0,,0,0
Quincy,3/27/2020,0,,0,0
Quincy,3/28/2020,0,,0,0
Quincy,3/29/2020,0,,0,0
Quincy,3/30/2020,0,,0,0
Quincy,3/31/2020,0.58,,0.58,14.732
Quincy,4/1/2020,0,,0,0
Quincy,4/2/2020,0,,0,0
Quincy,4/3/2020,0,,0,0
Quincy,4/4/2020,0,,0,0
Quincy,4/5/2020,0.01,,0.01,0.254
Quincy,4/6/2020,0,,0,0
Quincy,4/7/2020,0,,0,0
Quincy,4/8/2020,0.01,,0.01,0.254
Quincy,4/9/2020,0,,0,0
Quincy,4/10/2020,0.03,,0.03,0.762
Quincy,4/11/2020,0,,0,0
Quincy,4/12/2020,0,,0,0
Quincy,4/13/2020,0.65,,0.65,16.51
Quincy,4/14/2020,0.13,,0.13,3.302
Quincy,4/15/2020,0.13,,0.13,3.302
Quincy,4/16/2020,0,,0,0
Quincy,4/17/2020,0,,0,0
Quincy,4/18/2020,0.04,,0.04,1.016
Quincy,4/19/2020,0,,0,0
Quincy,4/20/2020,0.57,,0.57,14.478
Quincy,4/21/2020,0,,0,0
Quincy,4/22/2020,0,,0,0
Quincy,4/23/2020,1.39,,1.39,35.306
Quincy,4/24/2020,0.02,,0.02,0.508
Quincy,4/25/2020,0,,0,0
Quincy,4/26/2020,0,,0,0
Quincy,4/27/2020,0,,0,0
Quincy,4/28/2020,0,,0,0
Quincy,4/29/2020,0.93,,0.93,23.622
Quincy,4/30/2020,0.89,,0.89,22.606
Quincy,5/1/2020,0,,0,0
Quincy,5/2/2020,0,,0,0
Quincy,5/3/2020,0,,0,0
Quincy,5/4/2020,0,,0,0
Quincy,5/5/2020,0,,0,0
Quincy,5/6/2020,0,,0,0
Quincy,5/7/2020,0,,0,0
Quincy,5/8/2020,0,,0,0
Quincy,5/9/2020,0,,0,0
Quincy,5/10/2020,0,,0,0
Quincy,5/11/2020,0,,0,0
Quincy,5/12/2020,0,,0,0
Quincy,5/13/2020,0,,0,0
Quincy,5/14/2020,0.01,,0.01,0.254
Quincy,5/15/2020,0,,0,0
Quincy,5/16/2020,0.09,,0.09,2.286
Quincy,5/17/2020,0.07,,0.07,1.778
Quincy,5/18/2020,0.08,,0.08,2.032
Quincy,5/19/2020,0.13,,0.13,3.302
Quincy,5/20/2020,0.62,,0.62,15.748
Quincy,5/21/2020,0,,0,0
Quincy,5/22/2020,0,,0,0
Quincy,5/23/2020,0.71,,0.71,18.034
Quincy,5/24/2020,0,,0,0
Quincy,5/25/2020,0.2,,0.2,5.08
Quincy,5/26/2020,0.12,,0.12,3.048
Quincy,5/27/2020,0.51,,0.51,12.954
Quincy,5/28/2020,0.36,,0.36,9.144
Quincy,5/29/2020,1.24,,1.24,31.496
Quincy,5/30/2020,0,,0,0
Quincy,5/31/2020,0,,0,0
Quincy,6/1/2020,0.01,,0.01,0.254
Quincy,6/2/2020,0,,0,0
Quincy,6/3/2020,0,,0,0
Quincy,6/4/2020,0,,0,0
Quincy,6/5/2020,0,,0,0
Quincy,6/6/2020,1.83,,1.83,46.482
Quincy,6/7/2020,2.52,,2.52,64.008
Quincy,6/8/2020,0.07,,0.07,1.778
Quincy,6/9/2020,1.58,,1.58,40.132
Quincy,6/10/2020,0,,0,0
Quincy,6/11/2020,2.91,,2.91,73.914
Quincy,6/12/2020,0,,0,0
Quincy,6/13/2020,0,,0,0
Quincy,6/14/2020,0,,0,0
Quincy,6/15/2020,0,,0,0
Quincy,6/16/2020,0,,0,0
Quincy,6/17/2020,0,,0,0
Quincy,6/18/2020,0,,0,0
Quincy,6/19/2020,0,,0,0
Quincy,6/20/2020,0,,0,0
Quincy,6/21/2020,0,,0,0
Quincy,6/22/2020,0,,0,0
Quincy,6/23/2020,0.66,,0.66,16.764
Quincy,6/24/2020,0.12,,0.12,3.048
Quincy,6/25/2020,1.8,,1.8,45.72
Quincy,6/26/2020,0,,0,0
Quincy,6/27/2020,0,,0,0
Quincy,6/28/2020,0,,0,0
Quincy,6/29/2020,0,,0,0
Quincy,6/30/2020,0.03,,0.03,0.762
Quincy,7/1/2020,0.21,,0.21,5.334
Quincy,7/2/2020,0,,0,0
Quincy,7/3/2020,0.04,,0.04,1.016
Quincy,7/4/2020,0.9,,0.9,22.86
Quincy,7/5/2020,0.01,,0.01,0.254
Quincy,7/6/2020,0.04,,0.04,1.016
Quincy,7/7/2020,1.23,,1.23,31.242
Quincy,7/8/2020,0,,0,0
Quincy,7/9/2020,0,,0,0
Quincy,7/10/2020,0.65,,0.65,16.51
Quincy,7/11/2020,0.01,,0.01,0.254
Quincy,7/12/2020,0,,0,0
Quincy,7/13/2020,0,,0,0
Quincy,7/14/2020,0.13,,0.13,3.302
Quincy,7/15/2020,0,,0,0
Quincy,7/16/2020,0,,0,0
Quincy,7/17/2020,0,,0,0
Quincy,7/18/2020,0,,0,0
Quincy,7/19/2020,0,,0,0
Quincy,7/20/2020,0.5,,0.5,12.7
Quincy,7/21/2020,0.07,,0.07,1.778
Quincy,7/22/2020,0.57,,0.57,14.478
Quincy,7/23/2020,0.87,,0.87,22.098
Quincy,7/24/2020,0.02,,0.02,0.508
Quincy,7/25/2020,0,,0,0
Quincy,7/26/2020,0,,0,0
Quincy,7/27/2020,0.09,,0.09,2.286
Quincy,7/28/2020,0.05,,0.05,1.27
Quincy,7/29/2020,0.02,,0.02,0.508
Quincy,7/30/2020,0,0.6,0.6,15.24
Quincy,7/31/2020,0,,0,0
Quincy,8/1/2020,0,,0,0
Quincy,8/2/2020,0,,0,0
Quincy,8/3/2020,0,,0,0
Quincy,8/4/2020,0,,0,0
Quincy,8/5/2020,0.26,,0.26,6.604
Quincy,8/6/2020,0.06,0.6,0.66,16.764
Quincy,8/7/2020,0,,0,0
Quincy,8/8/2020,0,,0,0
Quincy,8/9/2020,0,,0,0
Quincy,8/10/2020,0.24,,0.24,6.096
Quincy,8/11/2020,0.63,,0.63,16.002
Quincy,8/12/2020,0,,0,0
Quincy,8/13/2020,0,,0,0
Quincy,8/14/2020,0,,0,0
Quincy,8/15/2020,0,,0,0
Quincy,8/16/2020,0,,0,0
Quincy,8/17/2020,0,,0,0
Quincy,8/18/2020,0.18,,0.18,4.572
Quincy,8/19/2020,1.54,,1.54,39.116
Quincy,8/20/2020,0.24,,0.24,6.096
Quincy,8/21/2020,0.23,,0.23,5.842
Quincy,8/22/2020,0,,0,0
Quincy,8/23/2020,0.75,,0.75,19.05
Quincy,8/24/2020,0.55,,0.55,13.97
Quincy,8/25/2020,0,,0,0
Quincy,8/26/2020,0,,0,0
Quincy,8/27/2020,0,,0,0
Quincy,8/28/2020,0.47,,0.47,11.938
Quincy,8/29/2020,0.38,,0.38,9.652
Quincy,8/30/2020,0.1,,0.1,2.54
Quincy,8/31/2020,2.88,,2.88,73.152
Quincy,9/1/2020,0.05,,0.05,1.27
Quincy,9/2/2020,0.01,,0.01,0.254
Quincy,9/3/2020,0,,0,0
Quincy,9/4/2020,0,,0,0
Quincy,9/5/2020,0,,0,0
Quincy,9/6/2020,0,,0,0
Quincy,9/7/2020,0,,0,0
Quincy,9/8/2020,0,,0,0
Quincy,9/9/2020,0,,0,0
Quincy,9/10/2020,0.87,,0.87,22.098
Quincy,9/11/2020,0.51,,0.51,12.954
Quincy,9/12/2020,0.01,,0.01,0.254
Quincy,9/13/2020,0.96,,0.96,24.384
Quincy,9/14/2020,0.86,,0.86,21.844
Quincy,9/15/2020,1.75,,1.75,44.45
Quincy,9/16/2020,7.06,,7.06,179.324
Quincy,9/17/2020,0.01,,0.01,0.254
Quincy,9/18/2020,0,,0,0
Quincy,9/19/2020,0,,0,0
Quincy,9/20/2020,0.02,,0.02,0.508
Quincy,9/21/2020,0,,0,0
Quincy,9/22/2020,0,,0,0
Quincy,9/23/2020,0,,0,0
Quincy,9/24/2020,1.46,,1.46,37.084
Quincy,9/25/2020,0.02,,0.02,0.508
Quincy,9/26/2020,0,,0,0
Quincy,9/27/2020,0.81,,0.81,20.574
Quincy,9/28/2020,0.63,,0.63,16.002
Quincy,9/29/2020,0.01,,0.01,0.254
Quincy,9/30/2020,0,,0,0
Quincy,10/1/2020,0,,0,0
Quincy,10/2/2020,0,,0,0
Quincy,10/3/2020,0,,0,0
Quincy,10/4/2020,0,,0,0
Quincy,10/5/2020,0,,0,0
Quincy,10/6/2020,0.04,,0.04,1.016
Quincy,10/7/2020,0,,0,0
Quincy,10/8/2020,0.38,,0.38,9.652
Quincy,10/9/2020,0,,0,0
Quincy,10/10/2020,0.02,,0.02,0.508
Quincy,10/11/2020,0.03,,0.03,0.762
Quincy,10/12/2020,0,,0,0
Quincy,10/13/2020,0,,0,0
Quincy,10/14/2020,0,,0,0
Quincy,10/15/2020,0,,0,0
Quincy,10/16/2020,0,,0,0
Quincy,10/17/2020,0,,0,0
Quincy,10/18/2020,0,,0,0
Quincy,10/19/2020,0,,0,0
Quincy,10/20/2020,0,,0,0
