FAWN Station,TIMESTAMP,Rain_in,Irrig_in,RainIrr_in,rainIrr_mm
Marianna,12/11/2019,0.02,,0.02,0.508
Marianna,12/12/2019,0.55,,0.55,13.97
Marianna,12/13/2019,0.16,,0.16,4.064
Marianna,12/14/2019,0.07,,0.07,1.778
Marianna,12/15/2019,0,,0,0
Marianna,12/16/2019,0,,0,0
Marianna,12/17/2019,0.31,,0.31,7.874
Marianna,12/18/2019,0,,0,0
Marianna,12/19/2019,0,,0,0
Marianna,12/20/2019,0,,0,0
Marianna,12/21/2019,0.36,,0.36,9.144
Marianna,12/22/2019,0.5,,0.5,12.7
Marianna,12/27/2019,0.04,,0.04,1.016
Marianna,12/28/2019,0,,0,0
Marianna,12/29/2019,2.65,,2.65,67.31
Marianna,12/30/2019,0.06,,0.06,1.524
Marianna,12/31/2019,0,,0,0
Marianna,1/1/2020,0,,0,0
Marianna,1/2/2020,0,,0,0
Marianna,1/3/2020,0.9,,0.9,22.86
Marianna,1/4/2020,0.05,,0.05,1.27
Marianna,1/5/2020,0,,0,0
Marianna,1/6/2020,0,,0,0
Marianna,1/7/2020,0,,0,0
Marianna,1/8/2020,0,,0,0
Marianna,1/9/2020,0,,0,0
Marianna,1/10/2020,0,,0,0
Marianna,1/11/2020,1.81,,1.81,45.974
Marianna,1/12/2020,0,,0,0
Marianna,1/13/2020,0,,0,0
Marianna,1/14/2020,0.01,,0.01,0.254
Marianna,1/15/2020,0,,0,0
Marianna,1/16/2020,0,,0,0
Marianna,1/17/2020,0,,0,0
Marianna,1/18/2020,0.43,,0.43,10.922
Marianna,1/19/2020,0.01,,0.01,0.254
Marianna,1/20/2020,0,,0,0
Marianna,1/21/2020,0,,0,0
Marianna,1/22/2020,0,,0,0
Marianna,1/23/2020,0.21,,0.21,5.334
Marianna,1/24/2020,0.06,,0.06,1.524
Marianna,1/25/2020,0,,0,0
Marianna,1/26/2020,0.05,,0.05,1.27
Marianna,1/27/2020,0.07,,0.07,1.778
Marianna,1/28/2020,0,,0,0
Marianna,1/29/2020,0.32,,0.32,8.128
Marianna,1/30/2020,0,,0,0
Marianna,1/31/2020,0.14,,0.14,3.556
Marianna,2/1/2020,0,,0,0
Marianna,2/2/2020,0,,0,0
Marianna,2/3/2020,0,,0,0
Marianna,2/4/2020,0.06,,0.06,1.524
Marianna,2/5/2020,0.62,,0.62,15.748
Marianna,2/6/2020,2.04,,2.04,51.816
Marianna,2/7/2020,0,,0,0
Marianna,2/8/2020,0,,0,0
Marianna,2/9/2020,0,,0,0
Marianna,2/10/2020,0,,0,0
Marianna,2/11/2020,0,,0,0
Marianna,2/12/2020,0,,0,0
Marianna,2/13/2020,1.09,,1.09,27.686
Marianna,2/14/2020,0.01,,0.01,0.254
Marianna,2/15/2020,0,,0,0
Marianna,2/16/2020,0.45,,0.45,11.43
Marianna,2/17/2020,0.01,,0.01,0.254
Marianna,2/18/2020,0.01,,0.01,0.254
Marianna,2/19/2020,0.01,,0.01,0.254
Marianna,2/20/2020,0.68,,0.68,17.272
Marianna,2/21/2020,0,,0,0
Marianna,2/22/2020,0,,0,0
Marianna,2/23/2020,0,,0,0
Marianna,2/24/2020,1.27,,1.27,32.258
Marianna,2/25/2020,0.17,,0.17,4.318
Marianna,2/26/2020,0,,0,0
Marianna,2/27/2020,0,,0,0
Marianna,2/28/2020,0,,0,0
Marianna,2/29/2020,0,,0,0
Marianna,3/1/2020,0,,0,0
Marianna,3/2/2020,0.12,,0.12,3.048
Marianna,3/3/2020,0,,0,0
Marianna,3/4/2020,0.74,,0.74,18.796
Marianna,3/5/2020,0.35,,0.35,8.89
Marianna,3/6/2020,0,,0,0
Marianna,3/7/2020,0,,0,0
Marianna,3/8/2020,0,,0,0
Marianna,3/9/2020,0,,0,0
Marianna,3/10/2020,0,,0,0
Marianna,3/11/2020,0,,0,0
Marianna,3/12/2020,0,,0,0
Marianna,3/13/2020,0,,0,0
Marianna,3/14/2020,0,,0,0
Marianna,3/15/2020,0,,0,0
Marianna,3/16/2020,0,,0,0
Marianna,3/17/2020,0.02,,0.02,0.508
Marianna,3/18/2020,0,,0,0
Marianna,3/19/2020,0,,0,0
Marianna,3/20/2020,0,,0,0
Marianna,3/21/2020,0.46,,0.46,11.684
Marianna,3/22/2020,0,,0,0
Marianna,3/23/2020,0,,0,0
Marianna,3/24/2020,0,,0,0
Marianna,3/25/2020,0,,0,0
Marianna,3/26/2020,0,,0,0
Marianna,3/27/2020,0,,0,0
Marianna,3/28/2020,0,,0,0
Marianna,3/29/2020,0,,0,0
Marianna,3/30/2020,0,,0,0
Marianna,3/31/2020,0.33,,0.33,8.382
Marianna,4/1/2020,0,,0,0
Marianna,4/2/2020,0,,0,0
Marianna,4/3/2020,0,,0,0
Marianna,4/4/2020,0,,0,0
Marianna,4/5/2020,0.02,,0.02,0.508
Marianna,4/6/2020,0,,0,0
Marianna,4/7/2020,0,,0,0
Marianna,4/8/2020,0.31,,0.31,7.874
Marianna,4/9/2020,0,,0,0
Marianna,4/10/2020,0.2,,0.2,5.08
Marianna,4/11/2020,0,,0,0
Marianna,4/12/2020,0,,0,0
Marianna,4/13/2020,0.55,,0.55,13.97
Marianna,4/14/2020,0,,0,0
Marianna,4/15/2020,0.01,,0.01,0.254
Marianna,4/16/2020,0,,0,0
Marianna,4/17/2020,0,,0,0
Marianna,4/18/2020,0.01,,0.01,0.254
Marianna,4/19/2020,0.04,,0.04,1.016
Marianna,4/20/2020,0.85,,0.85,21.59
Marianna,4/21/2020,0,,0,0
Marianna,4/22/2020,0,,0,0
Marianna,4/23/2020,1.75,,1.75,44.45
Marianna,4/24/2020,0,,0,0
Marianna,4/25/2020,0,,0,0
Marianna,4/26/2020,0,,0,0
Marianna,4/27/2020,0,,0,0
Marianna,4/28/2020,0,,0,0
Marianna,4/29/2020,0.67,,0.67,17.018
Marianna,4/30/2020,0.01,,0.01,0.254
Marianna,5/1/2020,0,0.51,0.51,12.954
Marianna,5/2/2020,0,,0,0
Marianna,5/3/2020,0,,0,0
Marianna,5/4/2020,0,,0,0
Marianna,5/5/2020,0,,0,0
Marianna,5/6/2020,0,0.51,0.51,12.954
Marianna,5/7/2020,0,,0,0
Marianna,5/8/2020,0,,0,0
Marianna,5/9/2020,0,,0,0
Marianna,5/10/2020,0,,0,0
Marianna,5/11/2020,0,,0,0
Marianna,5/12/2020,0.03,,0.03,0.762
Marianna,5/13/2020,0,,0,0
Marianna,5/14/2020,0,,0,0
Marianna,5/15/2020,0,0.82,0.82,20.828
Marianna,5/16/2020,0,,0,0
Marianna,5/17/2020,0.66,,0.66,16.764
Marianna,5/18/2020,0.13,,0.13,3.302
Marianna,5/19/2020,0,,0,0
Marianna,5/20/2020,0.14,,0.14,3.556
Marianna,5/21/2020,0,,0,0
Marianna,5/22/2020,0,0.51,0.51,12.954
Marianna,5/23/2020,0.21,,0.21,5.334
Marianna,5/24/2020,0,,0,0
Marianna,5/25/2020,0.07,,0.07,1.778
Marianna,5/26/2020,0.03,,0.03,0.762
Marianna,5/27/2020,0.57,,0.57,14.478
Marianna,5/28/2020,0,,0,0
Marianna,5/29/2020,0.32,,0.32,8.128
Marianna,5/30/2020,0,,0,0
Marianna,5/31/2020,0,,0,0
Marianna,6/1/2020,0.01,,0.01,0.254
Marianna,6/2/2020,0,,0,0
Marianna,6/3/2020,0.08,,0.08,2.032
Marianna,6/4/2020,0,,0,0
Marianna,6/5/2020,0.46,0.51,0.97,24.638
Marianna,6/6/2020,0.98,,0.98,24.892
Marianna,6/7/2020,1.5,,1.5,38.1
Marianna,6/8/2020,0.11,,0.11,2.794
Marianna,6/9/2020,1.6,,1.6,40.64
Marianna,6/10/2020,0.01,,0.01,0.254
Marianna,6/11/2020,0,,0,0
Marianna,6/12/2020,0,,0,0
Marianna,6/13/2020,0,,0,0
Marianna,6/14/2020,0,,0,0
Marianna,6/15/2020,0,,0,0
Marianna,6/16/2020,0,,0,0
Marianna,6/17/2020,0,,0,0
Marianna,6/18/2020,0,,0,0
Marianna,6/19/2020,0,0.82,0.82,20.828
Marianna,6/20/2020,0,,0,0
Marianna,6/21/2020,0,,0,0
Marianna,6/22/2020,0.21,,0.21,5.334
Marianna,6/23/2020,0.16,,0.16,4.064
Marianna,6/24/2020,0,,0,0
Marianna,6/25/2020,0.18,,0.18,4.572
Marianna,6/26/2020,0,,0,0
Marianna,6/27/2020,0,,0,0
Marianna,6/28/2020,0,,0,0
Marianna,6/29/2020,0,0.51,0.51,12.954
Marianna,6/30/2020,0.01,,0.01,0.254
Marianna,7/1/2020,0.17,,0.17,4.318
Marianna,7/2/2020,0,,0,0
Marianna,7/3/2020,0.02,,0.02,0.508
Marianna,7/4/2020,0,,0,0
Marianna,7/5/2020,0.72,,0.72,18.288
Marianna,7/6/2020,0.16,,0.16,4.064
Marianna,7/7/2020,0.23,,0.23,5.842
Marianna,7/8/2020,0.12,,0.12,3.048
Marianna,7/9/2020,0,,0,0
Marianna,7/10/2020,0.75,,0.75,19.05
Marianna,7/11/2020,0,,0,0
Marianna,7/12/2020,0.26,,0.26,6.604
Marianna,7/13/2020,0,,0,0
Marianna,7/14/2020,0,,0,0
Marianna,7/15/2020,0,,0,0
Marianna,7/16/2020,0.01,1.02,1.03,26.162
Marianna,7/17/2020,0,,0,0
Marianna,7/18/2020,0,,0,0
Marianna,7/19/2020,0,,0,0
Marianna,7/20/2020,0.01,,0.01,0.254
Marianna,7/21/2020,0,1.02,1.02,25.908
Marianna,7/22/2020,0.07,,0.07,1.778
Marianna,7/23/2020,0.75,,0.75,19.05
Marianna,7/24/2020,0,,0,0
Marianna,7/25/2020,0,,0,0
Marianna,7/26/2020,0,,0,0
Marianna,7/27/2020,0,,0,0
Marianna,7/28/2020,0.66,,0.66,16.764
Marianna,7/29/2020,0.07,,0.07,1.778
Marianna,7/30/2020,0,,0,0
Marianna,7/31/2020,0,0.82,0.82,20.828
Marianna,8/1/2020,0,,0,0
Marianna,8/2/2020,0,,0,0
Marianna,8/3/2020,0,,0,0
Marianna,8/4/2020,0.02,,0.02,0.508
Marianna,8/5/2020,0.71,,0.71,18.034
Marianna,8/6/2020,0,,0,0
Marianna,8/7/2020,0.02,,0.02,0.508
Marianna,8/8/2020,1.25,,1.25,31.75
Marianna,8/9/2020,0,,0,0
Marianna,8/10/2020,0.04,,0.04,1.016
Marianna,8/11/2020,1.61,,1.61,40.894
Marianna,8/12/2020,0,,0,0
Marianna,8/13/2020,0,,0,0
Marianna,8/14/2020,0.54,,0.54,13.716
Marianna,8/15/2020,0,,0,0
Marianna,8/16/2020,0,,0,0
Marianna,8/17/2020,0,,0,0
Marianna,8/18/2020,0,,0,0
Marianna,8/19/2020,2.14,,2.14,54.356
Marianna,8/20/2020,0.11,,0.11,2.794
Marianna,8/21/2020,0.04,,0.04,1.016
Marianna,8/22/2020,0.07,,0.07,1.778
Marianna,8/23/2020,0.09,,0.09,2.286
Marianna,8/24/2020,0.66,,0.66,16.764
Marianna,8/25/2020,0.01,,0.01,0.254
Marianna,8/26/2020,0,,0,0
Marianna,8/27/2020,0.69,,0.69,17.526
Marianna,8/28/2020,0,,0,0
Marianna,8/29/2020,0.76,,0.76,19.304
Marianna,8/30/2020,0.05,,0.05,1.27
Marianna,8/31/2020,0,,0,0
Marianna,9/1/2020,0,,0,0
Marianna,9/2/2020,0,,0,0
Marianna,9/3/2020,0,,0,0
Marianna,9/4/2020,0,0.51,0.51,12.954
Marianna,9/5/2020,0,,0,0
Marianna,9/6/2020,0,,0,0
Marianna,9/7/2020,0,,0,0
Marianna,9/8/2020,0,,0,0
Marianna,9/9/2020,0,,0,0
Marianna,9/10/2020,1.18,,1.18,29.972
Marianna,9/11/2020,0.27,,0.27,6.858
Marianna,9/12/2020,0.04,,0.04,1.016
Marianna,9/13/2020,0.43,,0.43,10.922
Marianna,9/14/2020,0.54,,0.54,13.716
Marianna,9/15/2020,1.43,,1.43,36.322
Marianna,9/16/2020,7.04,,7.04,178.816
Marianna,9/17/2020,0.02,,0.02,0.508
Marianna,9/18/2020,0,,0,0
Marianna,9/19/2020,0,,0,0
Marianna,9/20/2020,0.09,,0.09,2.286
Marianna,9/21/2020,0,,0,0
Marianna,9/22/2020,0,,0,0
Marianna,9/23/2020,0,,0,0
Marianna,9/24/2020,0.65,,0.65,16.51
Marianna,9/25/2020,0.16,,0.16,4.064
Marianna,9/26/2020,0,,0,0
Marianna,9/27/2020,1.58,,1.58,40.132
Marianna,9/28/2020,0,,0,0
Marianna,9/29/2020,0.01,,0.01,0.254
Marianna,9/30/2020,0,,0,0
Marianna,10/1/2020,0,,0,0
Marianna,10/2/2020,0,,0,0
Marianna,10/3/2020,0,,0,0
Marianna,10/4/2020,0,,0,0
Marianna,10/5/2020,0,,0,0
Marianna,10/6/2020,0.08,,0.08,2.032
Marianna,10/7/2020,0,,0,0
Marianna,10/8/2020,0.02,,0.02,0.508
Marianna,10/9/2020,0.01,,0.01,0.254
Marianna,10/10/2020,0.64,,0.64,16.256
Marianna,10/11/2020,0,,0,0
Marianna,10/12/2020,0,,0,0
Marianna,10/13/2020,0,,0,0
Marianna,10/14/2020,0,,0,0
Marianna,10/15/2020,0,,0,0
Marianna,10/16/2020,0,,0,0
Marianna,10/17/2020,0,,0,0
Marianna,10/18/2020,0,,0,0
Marianna,10/19/2020,0,,0,0
Marianna,10/20/2020,0,,0,0
