Location,TIMESTAMP,AirT_15cm_C,RH_15cm,SoilT5_C,SoilT10_C,VWC,Rain(in)
Marianna,6/13/2019 20:15,31.02721,47.40693,31.72418,31.50339,NA,0
Marianna,6/13/2019 20:30,30.80591,49.8062,31.46054,31.3645,NA,0
Marianna,6/13/2019 20:45,30.46402,50.27171,31.17157,31.19003,NA,0
Marianna,6/13/2019 21:00,28.78057,60.59985,30.87936,31.05954,NA,0
Marianna,6/13/2019 21:15,28.17159,62.84955,30.53915,30.86667,NA,0
Marianna,6/13/2019 21:30,28.15633,57.17495,30.22549,30.70645,NA,0
Marianna,6/13/2019 21:45,27.70609,57.91975,29.8952,30.51395,NA,0
Marianna,6/13/2019 22:00,27.48479,60.04583,29.51886,30.31537,NA,0
Marianna,6/13/2019 22:15,27.24974,55.72806,29.33408,30.12881,NA,0
Marianna,6/13/2019 22:30,26.85139,56.3935,29.07593,29.92694,NA,0
Marianna,6/13/2019 22:45,26.49577,55.21676,28.8226,29.73544,NA,0
Marianna,6/13/2019 23:00,26.33856,55.03819,28.57101,29.548,NA,0
Marianna,6/13/2019 23:15,25.88985,56.30193,28.32111,29.36911,NA,0
Marianna,6/13/2019 23:30,25.14046,71.96128,28.10229,29.18198,NA,0
Marianna,6/13/2019 23:45,24.7299,77.32758,27.90237,29.00034,NA,0
Marianna,6/14/2019 0:00,24.04308,74.86726,27.71735,28.81961,NA,0
Marianna,6/14/2019 0:15,24.03698,71.50799,27.46722,28.66367,NA,0
Marianna,6/14/2019 0:30,23.31506,72.82208,27.23959,28.49127,NA,0
Marianna,6/14/2019 0:45,23.22958,74.0675,27.004,28.26111,NA,0
Marianna,6/14/2019 1:00,23.54858,66.77812,26.82108,28.14359,NA,0
Marianna,6/14/2019 1:15,23.42648,71.78728,26.62207,27.99194,NA,0
Marianna,6/14/2019 1:30,23.13801,75.96006,26.46707,27.80869,NA,0
Marianna,6/14/2019 1:45,22.12,77.11391,26.31412,27.66562,NA,0
Marianna,6/14/2019 2:00,21.90938,78.27386,26.10291,27.51727,NA,0
Marianna,6/14/2019 2:15,21.5385,80.40298,25.96948,27.36951,NA,0
Marianna,6/14/2019 2:30,21.49729,83.60354,25.79065,27.23093,NA,0
Marianna,6/14/2019 2:45,21.14167,81.84071,25.56219,27.08426,NA,0
Marianna,6/14/2019 3:00,20.81811,83.62337,25.50357,26.94388,NA,0
Marianna,6/14/2019 3:15,20.64259,82.67557,25.32199,26.80328,NA,0
Marianna,6/14/2019 3:30,20.8059,82.41306,25.185,26.66177,NA,0
Marianna,6/14/2019 3:45,20.86085,84.44602,25.07437,26.53137,NA,0
Marianna,6/14/2019 4:00,20.70364,85.94175,24.95041,26.41272,NA,0
Marianna,6/14/2019 4:15,20.61053,87.31691,24.84515,26.28879,NA,0
Marianna,6/14/2019 4:30,20.72806,79.35445,24.73074,26.17926,NA,0
Marianna,6/14/2019 4:45,21.11268,84.68412,24.62265,26.06375,NA,0
Marianna,6/14/2019 5:00,20.68533,83.65695,24.53369,25.95834,NA,0
Marianna,6/14/2019 5:15,20.39839,84.60475,24.42078,25.86084,NA,0
Marianna,6/14/2019 5:30,20.31445,84.96801,24.31287,25.75528,NA,0
Marianna,6/14/2019 5:45,20.11756,86.52172,24.20926,25.65552,NA,0
Marianna,6/14/2019 6:00,20.13588,83.43259,24.05725,25.56152,NA,0
Marianna,6/14/2019 6:15,19.85352,84.46434,23.9881,25.47876,NA,0
Marianna,6/14/2019 6:30,20.87916,74.18198,23.89191,25.3934,NA,0
Marianna,6/14/2019 6:45,21.34314,70.21525,23.80518,25.29181,NA,0
Marianna,6/14/2019 7:00,21.46371,69.00645,23.71072,25.1925,NA,0
Marianna,6/14/2019 7:15,21.95975,68.36391,23.60989,25.10846,NA,0
Marianna,6/14/2019 7:30,22.16274,69.35445,23.59409,25.02322,NA,0
Marianna,6/14/2019 7:45,22.88923,65.38008,23.6145,24.95584,NA,0
Marianna,6/14/2019 8:00,23.18533,63.87824,23.65204,24.89264,NA,0
Marianna,6/14/2019 8:15,23.80346,62.55346,23.71005,24.86078,NA,0
Marianna,6/14/2019 8:30,24.52996,58.23569,23.78668,24.84921,NA,0
Marianna,6/14/2019 8:45,25.14809,56.4225,23.89261,24.86551,NA,0
Marianna,6/14/2019 9:00,25.73875,53.5791,24.02533,24.87979,NA,0
Marianna,6/14/2019 9:15,26.11573,54.01408,24.18787,24.9368,NA,0
Marianna,6/14/2019 9:30,27.14901,45.85626,24.34302,25.01028,NA,0
Marianna,6/14/2019 9:45,27.77172,43.15021,24.52765,25.09482,NA,0
Marianna,6/14/2019 10:00,28.18227,40.78299,24.77945,25.21439,NA,0
Marianna,6/14/2019 10:15,28.56689,39.32389,25.02939,25.34946,NA,0
Marianna,6/14/2019 10:30,28.90115,38.5974,25.29385,25.51114,NA,0
Marianna,6/14/2019 10:45,29.65816,38.27994,25.56702,25.67209,NA,0
Marianna,6/14/2019 11:00,29.92831,37.68012,25.83304,25.87683,NA,0
Marianna,6/14/2019 11:15,30.23967,35.64257,26.13162,26.09244,NA,0
Marianna,6/14/2019 11:30,30.70822,36.50338,26.44943,26.3493,NA,0
Marianna,6/14/2019 11:45,31.05774,34.20027,26.7442,26.59937,NA,0
Marianna,6/14/2019 12:00,31.25463,34.05985,27.07138,26.86963,NA,0.042
Marianna,6/14/2019 12:15,31.3752,33.44324,27.4317,27.13815,NA,0.042
Marianna,6/14/2019 12:30,31.91854,33.28604,27.83133,27.45346,NA,0.042
Marianna,6/14/2019 12:45,31.87733,32.91364,28.29443,27.69473,NA,0.042
Marianna,6/14/2019 13:00,32.6252,32.75643,28.75955,28.09348,NA,0.042
Marianna,6/14/2019 13:15,32.65725,31.94294,29.26706,28.44287,NA,0.042
Marianna,6/14/2019 13:30,33.33491,32.41913,29.83105,28.81662,NA,0.042
Marianna,6/14/2019 13:45,33.63863,30.9173,30.33496,29.18579,NA,0.042
Marianna,6/14/2019 14:00,33.89657,32.37029,31.04034,29.55029,NA,0.042
Marianna,6/14/2019 14:15,33.90115,30.66699,31.58765,29.92075,NA,0.042
Marianna,6/14/2019 14:30,34.04767,30.10991,32.15268,30.30679,NA,0.042
Marianna,6/14/2019 14:45,33.91335,31.12487,32.49478,30.6709,NA,0.042
Marianna,6/14/2019 15:00,34.86726,29.42157,32.88318,30.99246,NA,0
Marianna,6/14/2019 15:15,34.34223,31.87578,33.29987,31.29605,NA,0
Marianna,6/14/2019 15:30,34.99089,27.76101,33.67688,31.56577,NA,0
Marianna,6/14/2019 15:45,34.83979,29.22621,34.06158,31.89725,NA,0
Marianna,6/14/2019 16:00,34.79247,29.34984,34.29593,32.17987,NA,0
Marianna,6/14/2019 16:15,34.73906,30.1847,34.61597,32.38174,NA,0
Marianna,6/14/2019 16:30,34.95884,30.96919,34.82654,32.64828,NA,0
Marianna,6/14/2019 16:45,34.91457,28.47529,34.96591,32.85373,NA,0
Marianna,6/14/2019 17:00,34.56964,30.52505,35.05914,33.01477,NA,0
Marianna,6/14/2019 17:15,34.31171,29.86571,35.18866,33.15024,NA,0
Marianna,6/14/2019 17:30,34.74669,28.80802,35.17783,33.25903,NA,0
Marianna,6/14/2019 17:45,34.55591,30.51284,35.10947,33.32718,NA,0
Marianna,6/14/2019 18:00,33.93167,28.98201,34.95428,33.35532,NA,0
Marianna,6/14/2019 18:15,33.77447,30.9524,34.71887,33.35272,NA,0
Marianna,6/14/2019 18:30,33.95303,29.49636,34.53369,33.31354,NA,0
Marianna,6/14/2019 18:45,33.71342,29.38494,34.5072,33.26749,NA,0
Marianna,6/14/2019 19:00,33.39443,29.26894,34.30121,33.19098,NA,0
Marianna,6/14/2019 19:15,33.32117,29.95881,34.05466,33.10953,NA,0
Marianna,6/14/2019 19:30,33.13802,31.27902,33.84271,32.99365,NA,0
Marianna,6/14/2019 19:45,32.65115,33.92096,33.51874,32.87982,NA,0
Marianna,6/14/2019 20:00,32.01928,36.69264,33.26581,32.72864,NA,0
Marianna,6/14/2019 20:15,31.19205,38.21278,32.88907,32.56808,NA,0
Marianna,6/14/2019 20:30,30.47623,43.05406,32.4848,32.39337,NA,0
Marianna,6/14/2019 20:45,29.84132,44.81382,32.08514,32.18979,NA,0
Marianna,6/14/2019 21:00,29.02935,49.87183,31.72745,31.97916,NA,0
Marianna,6/14/2019 21:15,28.29827,54.36816,31.34515,31.75595,NA,0
Marianna,6/14/2019 21:30,27.74883,62.352,30.99088,31.53256,NA,0
Marianna,6/14/2019 21:45,26.90481,62.96249,30.69858,31.30734,NA,0
Marianna,6/14/2019 22:00,27.36269,56.7476,30.38904,31.08191,NA,0
Marianna,6/14/2019 22:15,26.8178,59.61695,30.08838,30.86191,NA,0
Marianna,6/14/2019 22:30,26.71097,61.47898,29.83105,30.67331,NA,0
Marianna,6/14/2019 22:45,26.63161,60.84558,29.58783,30.44791,NA,0
Marianna,6/14/2019 23:00,26.83765,55.29155,29.36606,30.263,NA,0
Marianna,6/14/2019 23:15,27.30773,56.06383,29.15469,30.0798,NA,0
Marianna,6/14/2019 23:30,27.03301,59.37428,28.96112,29.90216,NA,0
Marianna,6/14/2019 23:45,26.06841,66.54613,28.78281,29.72852,NA,0
Marianna,6/15/2019 0:00,25.54949,70.84406,28.60983,29.57864,NA,0
Marianna,6/15/2019 0:15,25.97684,68.13955,28.46072,29.42557,NA,0
Marianna,6/15/2019 0:30,25.00004,74.03698,28.24557,29.28229,NA,0
Marianna,6/15/2019 0:45,24.87794,75.02752,28.16727,29.14865,NA,0
Marianna,6/15/2019 1:00,24.38496,77.01318,28.00809,29.02756,NA,0
Marianna,6/15/2019 1:15,24.5849,79.27508,27.84598,28.87677,NA,0
Marianna,6/15/2019 1:30,24.47654,76.44846,27.72101,28.75055,NA,0
Marianna,6/15/2019 1:45,24.51164,77.38863,27.57465,28.62106,NA,0
Marianna,6/15/2019 2:00,23.94388,80.97227,27.43747,28.49646,NA,0
Marianna,6/15/2019 2:15,23.43258,81.84529,27.28574,28.379,NA,0
Marianna,6/15/2019 2:30,24.25066,76.0089,27.12231,28.24631,NA,0
Marianna,6/15/2019 2:45,24.15908,74.11635,26.97177,28.12518,NA,0
Marianna,6/15/2019 3:00,23.9973,77.04675,26.87317,28.01102,NA,0
Marianna,6/15/2019 3:15,24.18807,74.0553,26.74988,27.90387,NA,0
Marianna,6/15/2019 3:30,24.01256,74.96647,26.63339,27.78671,NA,0
Marianna,6/15/2019 3:45,24.02477,75.14199,26.52289,27.66849,NA,0
Marianna,6/15/2019 4:00,23.84772,76.28973,26.42047,27.56665,NA,0
Marianna,6/15/2019 4:15,23.8172,77.82819,26.30847,27.46796,NA,0
Marianna,6/15/2019 4:30,23.66152,78.27386,26.21362,27.36081,NA,0
Marianna,6/15/2019 4:45,23.48753,81.30804,26.12952,27.2742,NA,0
Marianna,6/15/2019 5:00,23.50431,79.00646,26.04208,27.17047,NA,0
Marianna,6/15/2019 5:15,23.32116,79.97106,25.93881,27.08426,NA,0
Marianna,6/15/2019 5:30,23.486,79.69633,25.84137,26.99252,NA,0
Marianna,6/15/2019 5:45,23.38221,79.27508,25.76636,26.90674,NA,0
Marianna,6/15/2019 6:00,23.42037,80.27325,25.67764,26.83109,NA,0
Marianna,6/15/2019 6:15,23.43869,80.66855,25.61951,26.74133,NA,0
Marianna,6/15/2019 6:30,23.71341,78.89046,25.56427,26.65894,NA,0
Marianna,6/15/2019 6:45,23.79735,79.1011,25.54288,26.59866,NA,0
Marianna,6/15/2019 7:00,23.46158,81.30194,25.50632,26.53989,NA,0
Marianna,6/15/2019 7:15,23.56689,82.04676,25.44641,26.48331,NA,0
Marianna,6/15/2019 7:30,23.49821,82.38863,25.43607,26.42682,NA,0
Marianna,6/15/2019 7:45,23.87214,81.55683,25.42642,26.37888,NA,0
Marianna,6/15/2019 8:00,24.55437,79.04919,25.43881,26.33664,NA,0
Marianna,6/15/2019 8:15,25.10535,78.34101,25.48288,26.29654,NA,0
Marianna,6/15/2019 8:30,26.05773,73.43716,25.52835,26.29443,NA,0
Marianna,6/15/2019 8:45,26.52782,71.32025,25.62509,26.30286,NA,0
Marianna,6/15/2019 9:00,26.95975,68.90115,25.76358,26.32538,NA,0
Marianna,6/15/2019 9:15,27.69693,68.50738,25.89145,26.37607,NA,0
Marianna,6/15/2019 9:30,28.06017,67.79156,26.12039,26.44095,NA,0
Marianna,6/15/2019 9:45,28.46311,67.21769,26.35071,26.53989,NA,0
Marianna,6/15/2019 10:00,28.84619,67.18716,26.6022,26.67175,NA,0
Marianna,6/15/2019 10:15,29.64748,65.55102,26.86105,26.82394,NA,0
Marianna,6/15/2019 10:30,28.49364,74.23845,27.06348,26.98965,NA,0
Marianna,6/15/2019 10:45,27.83276,79.80011,26.66461,27.07996,NA,0
Marianna,6/15/2019 11:00,28.65847,75.63345,26.75916,27.18491,NA,0
Marianna,6/15/2019 11:15,29.73295,75.22746,27.08069,27.28574,NA,0
Marianna,6/15/2019 11:30,30.1954,71.48509,27.32324,27.43533,NA,0
Marianna,6/15/2019 11:45,29.95121,71.70487,27.57465,27.61899,NA,0
Marianna,6/15/2019 12:00,31.01653,66.32177,27.86136,27.81818,NA,0
Marianna,6/15/2019 12:15,31.28973,70.67464,28.25223,28.02722,NA,0
Marianna,6/15/2019 12:30,30.93564,69.43991,28.48901,28.28256,NA,0
Marianna,6/15/2019 12:45,31.75982,65.17251,28.75507,28.51733,NA,0
Marianna,6/15/2019 13:00,32.05285,57.80529,29.02225,28.72656,NA,0
Marianna,6/15/2019 13:15,31.90023,62.74271,29.31271,28.94907,NA,0
Marianna,6/15/2019 13:30,32.39931,56.60565,29.52039,29.15469,NA,0
Marianna,6/15/2019 13:45,32.92434,58.24026,29.65848,29.33408,NA,0
Marianna,6/15/2019 14:00,33.2235,58.31047,30.04327,29.50049,NA,0
Marianna,6/15/2019 14:15,33.13192,60.34344,30.41339,29.71771,NA,0
Marianna,6/15/2019 14:30,32.98692,55.67006,30.45734,29.94556,NA,0
Marianna,6/15/2019 14:45,33.7012,54.55895,30.61325,30.09769,NA,0
Marianna,6/15/2019 15:00,32.11849,60.63038,30.4982,30.22549,NA,0
Marianna,6/15/2019 15:15,33.64474,49.67342,30.22394,30.263,NA,0
Marianna,6/15/2019 15:30,33.03576,50.31291,30.51712,30.25674,NA,0
Marianna,6/15/2019 15:45,32.37184,54.84283,30.37885,30.31931,NA,0
Marianna,6/15/2019 16:00,33.60047,49.34832,30.16623,30.29739,NA,0
Marianna,6/15/2019 16:15,33.11665,57.92128,30.32559,30.26691,NA,0
Marianna,6/15/2019 16:30,33.62948,54.39717,30.32404,30.26379,NA,0
Marianna,6/15/2019 16:45,34.73906,51.48508,30.36002,30.25674,NA,0
Marianna,6/15/2019 17:00,33.98509,51.29124,30.55176,30.29117,NA,0
Marianna,6/15/2019 17:15,34.48875,46.1493,30.75717,30.3475,NA,0
Marianna,6/15/2019 17:30,33.67831,53.25553,30.6622,30.4165,NA,0
Marianna,6/15/2019 17:45,33.02813,54.8001,30.40317,30.43457,NA,0
Marianna,6/15/2019 18:00,33.48906,52.04826,30.19427,30.40631,NA,0
Marianna,6/15/2019 18:15,33.61422,47.77934,30.12259,30.32635,NA,0
Marianna,6/15/2019 18:30,33.43106,50.69753,30.05106,30.25204,NA,0
Marianna,6/15/2019 18:45,32.24516,58.73936,29.84805,30.22003,NA,0
Marianna,6/15/2019 19:00,31.75982,57.13831,29.52576,30.11325,NA,0
Marianna,6/15/2019 19:15,31.39809,60.69143,29.17139,29.98273,NA,0
Marianna,6/15/2019 19:30,30.58154,67.98692,29.01544,29.83261,NA,0
Marianna,6/15/2019 19:45,30.38771,68.56689,28.84668,29.68155,NA,0
Marianna,6/15/2019 20:00,29.81689,68.04186,28.6412,29.53879,NA,0
Marianna,6/15/2019 20:15,29.47654,70.5144,28.38046,29.40268,NA,0
Marianna,6/15/2019 20:30,29.42617,70.93564,28.14066,29.23361,NA,0
Marianna,6/15/2019 20:45,29.13924,72.55957,27.94345,29.01166,NA,0
Marianna,6/15/2019 21:00,28.82178,74.83369,27.75021,28.89481,NA,0
Marianna,6/15/2019 21:15,28.70731,74.31171,27.58118,28.76779,NA,0
Marianna,6/15/2019 21:30,28.59589,75.91122,27.43027,28.60315,NA,0
Marianna,6/15/2019 21:45,28.29217,77.25433,27.28284,28.45776,NA,0
Marianna,6/15/2019 22:00,28.24332,79.92831,27.17264,28.32187,NA,0
Marianna,6/15/2019 22:15,28.23112,78.15176,27.06418,28.20493,NA,0
Marianna,6/15/2019 22:30,27.91213,79.30714,26.94675,28.02872,NA,0
Marianna,6/15/2019 22:45,27.75493,79.28118,26.81467,27.95743,NA,0
Marianna,6/15/2019 23:00,27.45425,81.32026,26.68732,27.84085,NA,0
Marianna,6/15/2019 23:15,27.24211,82.2467,26.57385,27.68967,NA,0
Marianna,6/15/2019 23:30,26.9918,83.62185,26.47766,27.61612,NA,0
Marianna,6/15/2019 23:45,26.70486,85.71892,26.39859,27.49548,NA,0
Marianna,6/16/2019 0:00,26.4332,86.68657,26.34085,27.41,NA,0
Marianna,6/16/2019 0:15,26.32483,88.97594,26.28879,27.31461,NA,0
Marianna,6/16/2019 0:30,26.10047,90.28547,26.24664,27.24823,NA,0
Marianna,6/16/2019 0:45,25.96616,90.026,26.17365,27.17337,NA,0
Marianna,6/16/2019 1:00,26.00737,90.06873,26.14844,27.09863,NA,0
Marianna,6/16/2019 1:15,25.7128,92.04372,26.0791,27.03265,NA,0
Marianna,6/16/2019 1:30,25.36482,91.53394,26.03369,26.96964,NA,0
Marianna,6/16/2019 1:45,25.63496,90.81966,25.95276,26.90387,NA,0
Marianna,6/16/2019 2:00,25.00156,93.70733,25.88168,26.83679,NA,0
Marianna,6/16/2019 2:15,24.68258,94.37888,25.77747,26.76056,NA,0
Marianna,6/16/2019 2:30,24.45821,94.34072,25.69702,26.69019,NA,0
Marianna,6/16/2019 2:45,24.34834,95.36331,25.60986,26.62488,NA,0
Marianna,6/16/2019 3:00,24.15145,95.59835,25.52563,26.54272,NA,0
Marianna,6/16/2019 3:15,24.12703,95.01991,25.48083,26.46356,NA,0
Marianna,6/16/2019 3:30,23.95914,95.77081,25.39893,26.39581,NA,0
Marianna,6/16/2019 3:45,23.88587,96.25311,25.29456,26.32254,NA,0
Marianna,6/16/2019 4:00,24.06139,96.33553,25.14395,26.23889,NA,0
Marianna,6/16/2019 4:15,24.03087,96.36911,25.13031,26.17365,NA,0
Marianna,6/16/2019 4:30,23.98661,96.3859,25.06345,26.09943,NA,0
Marianna,6/16/2019 4:45,23.98966,96.30196,24.99939,26.03369,NA,0
Marianna,6/16/2019 5:00,23.80346,96.51563,24.94495,25.95276,NA,0
Marianna,6/16/2019 5:15,23.71188,96.71099,24.87909,25.89078,NA,0
Marianna,6/16/2019 5:30,23.63404,96.92467,24.75235,25.82675,NA,0
Marianna,6/16/2019 5:45,23.65541,96.86971,24.71988,25.73862,NA,0
Marianna,6/16/2019 6:00,23.64779,97.15054,24.65506,25.69427,NA,0
Marianna,6/16/2019 6:15,23.3349,96.94909,24.56332,25.62228,NA,0
Marianna,6/16/2019 6:30,23.22348,97.29402,24.47992,25.56427,NA,0
Marianna,6/16/2019 6:45,23.26164,97.71832,24.39664,25.50906,NA,0
Marianna,6/16/2019 7:00,23.53483,97.84042,24.3504,25.44846,NA,0
Marianna,6/16/2019 7:15,23.87977,97.01014,24.32156,25.3934,NA,0
Marianna,6/16/2019 7:30,24.18961,95.52662,24.36914,25.34808,NA,0
Marianna,6/16/2019 7:45,24.5498,94.78791,24.41809,25.31516,NA,0
Marianna,6/16/2019 8:00,25.1313,93.81111,24.49332,25.29385,NA,0
Marianna,6/16/2019 8:15,26.12946,91.30806,24.61725,25.30826,NA,0
Marianna,6/16/2019 8:30,26.2531,91.17986,24.76862,25.33847,NA,0
Marianna,6/16/2019 8:45,27.00249,87.93657,24.93411,25.40167,NA,0
Marianna,6/16/2019 9:00,27.8465,83.22808,25.14941,25.5015,NA,0
Marianna,6/16/2019 9:15,28.69815,83.65847,25.37967,25.58914,NA,0
Marianna,6/16/2019 9:30,28.91488,82.47411,25.63269,25.73032,NA,0
Marianna,6/16/2019 9:45,29.26745,81.2989,25.84415,25.87546,NA,0
Marianna,6/16/2019 10:00,30.20151,73.18839,26.17294,26.08472,NA,0
Marianna,6/16/2019 10:15,30.47777,74.09803,26.5116,26.3078,NA,0
Marianna,6/16/2019 10:30,30.64108,72.24364,26.86386,26.54697,NA,0
Marianna,6/16/2019 10:45,30.80591,71.90633,27.14459,26.79474,NA,0
Marianna,6/16/2019 11:00,30.66702,69.42159,27.43317,27.06134,NA,0
Marianna,6/16/2019 11:15,31.43015,70.47777,27.69473,27.32904,NA,0
Marianna,6/16/2019 11:30,31.69266,66.64535,27.97577,27.60083,NA,0
Marianna,6/16/2019 11:45,32.16274,66.45609,28.27963,27.86722,NA,0
Marianna,6/16/2019 12:00,32.40542,64.88557,28.61954,28.16135,NA,0
Marianna,6/16/2019 12:15,32.46189,63.99271,28.9325,28.46072,NA,0
Marianna,6/16/2019 12:30,32.51836,61.93686,29.22754,28.76556,NA,0
Marianna,6/16/2019 12:45,33.09681,63.9454,29.58939,29.0578,NA,0
Marianna,6/16/2019 13:00,33.4448,58.81872,29.96722,29.34167,NA,0
Marianna,6/16/2019 13:15,33.28454,62.99913,30.31616,29.64005,NA,0
Marianna,6/16/2019 13:30,33.71953,62.9335,30.70645,29.93002,NA,0
Marianna,6/16/2019 13:45,33.92557,54.87946,31.05716,30.22629,NA,0
Marianna,6/16/2019 14:00,34.30865,51.23019,31.34839,30.50137,NA,0
Marianna,6/16/2019 14:15,35.04126,49.6841,31.65585,30.75638,NA,0
Marianna,6/16/2019 14:30,35.11758,49.71463,32.08267,31.01083,NA,0
Marianna,6/16/2019 14:45,33.75158,52.54734,32.02756,31.25827,NA,0
Marianna,6/16/2019 15:00,35.26562,48.51804,31.86862,31.4032,NA,0
Marianna,6/16/2019 15:15,35.51287,38.83549,32.18646,31.46704,NA,0
Marianna,6/16/2019 15:30,35.36178,46.99789,32.4848,31.60306,NA,0
Marianna,6/16/2019 15:45,35.70975,44.64746,32.59479,31.75595,NA,0
Marianna,6/16/2019 16:00,36.78423,39.80619,32.90002,31.88254,NA,0
Marianna,6/16/2019 16:15,36.14931,46.3935,33.25729,32.02185,NA,0
Marianna,6/16/2019 16:30,36.16,40.75857,33.31693,32.17575,NA,0
Marianna,6/16/2019 16:45,36.17373,38.9637,33.52902,32.3212,NA,0
Marianna,6/16/2019 17:00,36.14931,37.60839,33.67432,32.44485,NA,0
Marianna,6/16/2019 17:15,36.79645,36.72316,33.81848,32.54141,NA,0
Marianna,6/16/2019 17:30,36.13253,38.62182,33.9086,32.65408,NA,0
Marianna,6/16/2019 17:45,37.27569,34.96644,34.00153,32.73117,NA,0
Marianna,6/16/2019 18:00,35.96465,39.83672,33.92767,32.79071,NA,0
Marianna,6/16/2019 18:15,36.05774,35.23049,33.78043,32.78564,NA,0
Marianna,6/16/2019 18:30,35.92953,36.36296,33.69757,32.79071,NA,0
Marianna,6/16/2019 18:45,35.46861,36.38739,33.47845,32.72192,NA,0
Marianna,6/16/2019 19:00,35.09162,39.50705,33.19354,32.65161,NA,0
Marianna,6/16/2019 19:15,34.96495,37.55191,32.92023,32.53806,NA,0
Marianna,6/16/2019 19:30,34.54217,34.17737,32.63156,32.38504,NA,0
Marianna,6/16/2019 19:45,34.65816,33.86602,32.36102,32.24924,NA,0
Marianna,6/16/2019 20:00,34.31018,36.66211,32.11313,32.08099,NA,0
Marianna,6/16/2019 20:15,33.9454,39.33611,31.83185,31.91852,NA,0
Marianna,6/16/2019 20:30,31.6423,59.90694,31.4743,31.73068,NA,0
Marianna,6/16/2019 20:45,30.84101,63.81414,31.06592,31.53256,NA,0
Marianna,6/16/2019 21:00,30.29919,65.58154,30.68909,31.3194,NA,0
Marianna,6/16/2019 21:15,29.94052,66.84376,30.3287,31.08829,NA,0
Marianna,6/16/2019 21:30,30.01684,67.02843,30.01999,30.85474,NA,0
Marianna,6/16/2019 21:45,29.64596,70.69754,29.73849,30.64011,NA,0
Marianna,6/16/2019 22:00,29.08582,72.46189,29.49899,30.42279,NA,0
Marianna,6/16/2019 22:15,28.67525,74.31781,29.25565,30.21304,NA,0
Marianna,6/16/2019 22:30,28.64474,75.66244,29.06082,30.00677,NA,0
Marianna,6/16/2019 22:45,28.59589,75.1832,28.85269,29.82181,NA,0
Marianna,6/16/2019 23:00,28.36391,75.1603,28.66666,29.63623,NA,0
Marianna,6/16/2019 23:15,27.86482,77.1307,28.46371,29.46835,NA,0
Marianna,6/16/2019 23:30,27.61298,77.04675,28.27368,29.30359,NA,0
Marianna,6/16/2019 23:45,27.73662,78.19449,28.10229,29.14487,NA,0
Marianna,6/17/2019 0:00,27.51684,78.65237,27.95886,28.99738,NA,0
Marianna,6/17/2019 0:15,27.15664,81.42557,27.79111,28.84668,NA,0
Marianna,6/17/2019 0:30,26.96586,83.37154,27.66562,28.72281,NA,0
Marianna,6/17/2019 0:45,26.72166,85.42892,27.55212,28.58817,NA,0
Marianna,6/17/2019 1:00,26.61939,86.93077,27.43607,28.45331,NA,0
Marianna,6/17/2019 1:15,26.21036,85.38619,27.31747,28.32629,NA,0
Marianna,6/17/2019 1:30,26.14321,86.6011,27.19641,28.22266,NA,0
Marianna,6/17/2019 1:45,25.91579,88.33492,27.09286,28.09348,NA,0
Marianna,6/17/2019 2:00,25.83032,88.40512,26.99469,27.98459,NA,0
Marianna,6/17/2019 2:15,25.86696,88.47686,26.86887,27.88184,NA,0
Marianna,6/17/2019 2:30,25.62428,88.81264,26.7691,27.77942,NA,0
