Location,TIMESTAMP,AirT_15cm_C,RH_15cm,SoilT5_C,SoilT10_C,VWC,Rain(in)
Live Oak,6/15/2019 7:45,21.53698,88.67069,23.60199,24.95926,NA,0
Live Oak,6/15/2019 8:00,22.34741,85.9616,23.77081,24.93481,NA,0
Live Oak,6/15/2019 8:15,23.47684,83.67832,24.00006,24.94836,NA,0
Live Oak,6/15/2019 8:30,23.87824,80.28394,24.254,24.99258,NA,0
Live Oak,6/15/2019 8:45,24.82147,79.22624,24.5014,25.0491,NA,0
Live Oak,6/15/2019 9:00,25.29613,76.05927,24.78009,25.13306,NA,0
Live Oak,6/15/2019 9:15,26.20578,73.36543,25.03549,25.24799,NA,0
Live Oak,6/15/2019 9:30,26.85139,68.80956,25.32199,25.35565,NA,0
Live Oak,6/15/2019 9:45,27.31689,67.19937,25.49185,25.47461,NA,0
Live Oak,6/15/2019 10:00,27.64809,65.76469,25.75665,25.59811,NA,0
Live Oak,6/15/2019 10:15,28.89962,62.65419,25.9946,25.73099,NA,0
Live Oak,6/15/2019 10:30,28.88435,64.04613,26.30002,25.88379,NA,0
Live Oak,6/15/2019 10:45,29.80315,59.27812,26.6022,26.01834,NA,0
Live Oak,6/15/2019 11:00,29.67342,61.42556,26.92526,26.24731,NA,0
Live Oak,6/15/2019 11:15,30.50981,57.46188,27.25183,26.45081,NA,0
Live Oak,6/15/2019 11:30,30.78606,58.58215,27.58118,26.65613,NA,0
Live Oak,6/15/2019 11:45,31.7354,55.15419,27.97577,26.87958,NA,0
Live Oak,6/15/2019 12:00,31.83154,51.52171,28.44586,27.06274,NA,0
Live Oak,6/15/2019 12:15,32.46189,53.39442,28.92871,27.37241,NA,0
Live Oak,6/15/2019 12:30,31.49273,52.35351,29.22906,27.61972,NA,0
Live Oak,6/15/2019 12:45,31.25616,53.72409,29.41873,27.86942,NA,0
Live Oak,6/15/2019 13:00,33.27996,47.99759,29.73157,28.04047,NA,0
Live Oak,6/15/2019 13:15,32.85567,48.49057,30.33655,28.25595,NA,0
Live Oak,6/15/2019 13:30,33.2296,52.09558,30.73181,28.48303,NA,0
Live Oak,6/15/2019 13:45,34.13772,45.04581,31.13953,28.73557,NA,0
Live Oak,6/15/2019 14:00,33.84467,45.46553,31.60391,28.99738,NA,0
Live Oak,6/15/2019 14:15,33.91183,42.77628,31.98328,29.25873,NA,0
Live Oak,6/15/2019 14:30,34.10872,42.73507,32.38007,29.5242,NA,0
Live Oak,6/15/2019 14:45,34.69327,41.98416,32.66,29.79095,NA,0
Live Oak,6/15/2019 15:00,34.95426,47.44051,32.95987,29.97266,NA,0
Live Oak,6/15/2019 15:15,35.52203,39.48873,33.35358,30.28568,NA,0
Live Oak,6/15/2019 15:30,32.7122,52.44967,33.59512,30.53598,NA,0
Live Oak,6/15/2019 15:45,33.9622,45.56932,33.41425,30.76746,NA,0
Live Oak,6/15/2019 16:00,34.89626,43.64166,33.67087,30.92316,NA,0
Live Oak,6/15/2019 16:15,32.61604,48.82329,33.87216,31.06995,NA,0
Live Oak,6/15/2019 16:30,34.03698,46.05619,33.66483,31.21808,NA,0
Live Oak,6/15/2019 16:45,34.72838,41.11724,33.84012,31.30734,NA,0
Live Oak,6/15/2019 17:00,33.57606,45.3358,34.07642,31.39755,NA,0
Live Oak,6/15/2019 17:15,34.64748,38.62487,34.09558,31.50583,NA,0
Live Oak,6/15/2019 17:30,35.62428,37.52444,34.26962,31.58603,NA,0
Live Oak,6/15/2019 17:45,32.39626,47.06352,34.29068,31.68839,NA,0
Live Oak,6/15/2019 18:00,31.91244,53.5501,33.81241,31.77631,NA,0
Live Oak,6/15/2019 18:15,32.01165,52.44204,33.43134,31.79346,NA,0
Live Oak,6/15/2019 18:30,33.61726,45.5388,33.3562,31.7641,NA,0
Live Oak,6/15/2019 18:45,34.0202,44.30253,33.39291,31.74945,NA,0
Live Oak,6/15/2019 19:00,32.80682,48.02506,33.34933,31.74615,NA,0
Live Oak,6/15/2019 19:15,32.30621,49.58184,33.20541,31.72665,NA,0
Live Oak,6/15/2019 19:30,31.30804,53.7073,32.99451,31.70547,NA,0
Live Oak,6/15/2019 19:45,31.30042,54.40022,32.74121,31.66968,NA,0
Live Oak,6/15/2019 20:00,30.03973,58.35321,32.43652,31.61932,NA,0
Live Oak,6/15/2019 20:15,29.45364,60.45181,32.10571,31.50259,NA,0
Live Oak,6/15/2019 20:30,28.95914,62.50309,31.79431,31.44357,NA,0
Live Oak,6/15/2019 20:45,28.48448,65.41824,31.50583,31.28079,NA,0
Live Oak,6/15/2019 21:00,28.13497,67.08032,31.25342,31.21808,NA,0
Live Oak,6/15/2019 21:15,28.15939,66.89718,30.98691,31.09314,NA,0
Live Oak,6/15/2019 21:30,27.98692,68.22655,30.73978,30.95743,NA,0
Live Oak,6/15/2019 21:45,27.85872,68.80804,30.53754,30.83728,NA,0
Live Oak,6/15/2019 22:00,27.41305,70.21219,30.33496,30.72552,NA,0
Live Oak,6/15/2019 22:15,26.99791,73.26928,30.07513,30.59274,NA,0
Live Oak,6/15/2019 22:30,26.61024,74.80164,29.9277,30.49112,NA,0
Live Oak,6/15/2019 22:45,26.46372,75.09162,29.76395,30.36551,NA,0
Live Oak,6/15/2019 23:00,26.30804,77.03149,29.57944,30.22864,NA,0
Live Oak,6/15/2019 23:15,26.09437,77.18565,29.41721,30.13272,NA,0
Live Oak,6/15/2019 23:30,25.99059,78.75463,29.28607,29.99905,NA,0
Live Oak,6/15/2019 23:45,25.6838,80.25951,29.18048,29.89835,NA,0
Live Oak,6/16/2019 0:00,25.56323,79.71311,29.03738,29.78168,NA,0
Live Oak,6/16/2019 0:15,25.45334,81.34621,28.91061,29.5932,NA,0
Live Oak,6/16/2019 0:30,25.29613,81.71862,28.80307,29.57635,NA,0
Live Oak,6/16/2019 0:45,25.24577,82.15664,28.69962,29.4852,NA,0
Live Oak,6/16/2019 1:00,25.16183,83.5669,28.60089,29.39886,NA,0
Live Oak,6/16/2019 1:15,24.77721,85.3923,28.46744,29.2937,NA,0
Live Oak,6/16/2019 1:30,24.8581,85.4793,28.37155,29.21921,NA,0
Live Oak,6/16/2019 1:45,24.649,86.96893,28.26257,29.15469,NA,0
Live Oak,6/16/2019 2:00,24.5559,86.79034,28.17096,29.05402,NA,0
Live Oak,6/16/2019 2:15,24.28118,88.12888,28.05814,28.99432,NA,0
Live Oak,6/16/2019 2:30,23.9973,90.11147,27.93835,28.89856,NA,0
Live Oak,6/16/2019 2:45,23.78362,91.04859,27.7356,28.81662,NA,0
Live Oak,6/16/2019 3:00,23.20669,92.62827,27.65759,28.73407,NA,0
Live Oak,6/16/2019 3:15,22.96402,92.09713,27.52451,28.55908,NA,0
Live Oak,6/16/2019 3:30,22.71371,93.91032,27.37817,28.53821,NA,0
Live Oak,6/16/2019 3:45,22.54889,94.04921,27.2742,28.45035,NA,0
Live Oak,6/16/2019 4:00,22.41762,95.06264,27.12952,28.35004,NA,0
Live Oak,6/16/2019 4:15,22.46341,95.29921,27.00757,28.25742,NA,0
Live Oak,6/16/2019 4:30,22.34589,95.69604,26.90744,28.16574,NA,0
Live Oak,6/16/2019 4:45,22.50614,95.14201,26.81042,28.0817,NA,0
Live Oak,6/16/2019 5:00,22.53972,95.62735,26.70651,27.98163,NA,0
Live Oak,6/16/2019 5:15,22.71524,95.54035,26.59796,27.8848,NA,0
Live Oak,6/16/2019 5:30,22.46951,95.1878,26.49182,27.74728,NA,0
Live Oak,6/16/2019 5:45,22.15816,95.68383,26.41061,27.71445,NA,0
Live Oak,6/16/2019 6:00,22.15205,96.15849,26.31268,27.62991,NA,0
Live Oak,6/16/2019 6:15,22.03148,95.89597,26.22275,27.56009,NA,0
Live Oak,6/16/2019 6:30,21.66976,96.12032,26.12671,27.46646,NA,0
Live Oak,6/16/2019 6:45,21.55529,96.45153,26.026,27.4194,NA,0
Live Oak,6/16/2019 7:00,22.06048,97.16123,25.966,27.31747,NA,0
Live Oak,6/16/2019 7:15,22.49851,97.32607,25.97159,27.21725,NA,0
Live Oak,6/16/2019 7:30,23.18228,96.56447,26.02042,27.17911,NA,0
Live Oak,6/16/2019 7:45,24.2537,92.02845,26.14072,27.14246,NA,0
Live Oak,6/16/2019 8:00,25.22746,88.63406,26.3317,27.11871,NA,0
Live Oak,6/16/2019 8:15,25.97379,85.54798,26.57385,27.13885,NA,0
Live Oak,6/16/2019 8:30,26.90022,82.13375,26.81897,27.18988,NA,0
Live Oak,6/16/2019 8:45,27.52142,79.36819,27.05917,27.2569,NA,0
Live Oak,6/16/2019 9:00,27.92739,77.85414,27.27347,27.3623,NA,0
Live Oak,6/16/2019 9:15,28.70731,73.40206,27.47229,27.47299,NA,0
Live Oak,6/16/2019 9:30,28.76988,72.23447,27.68967,27.57245,NA,0
Live Oak,6/16/2019 9:45,29.50097,68.88741,27.8028,27.68161,NA,0
Live Oak,6/16/2019 10:00,29.23387,67.3001,27.99048,27.82697,NA,0
Live Oak,6/16/2019 10:15,29.3056,65.13283,28.07727,27.93613,NA,0
Live Oak,6/16/2019 10:30,30.33582,64.0965,28.23373,28.02133,NA,0
Live Oak,6/16/2019 10:45,29.96799,61.07757,28.45258,28.12,NA,0
Live Oak,6/16/2019 11:00,30.86848,60.85932,28.65094,28.22781,NA,0
Live Oak,6/16/2019 11:15,30.82728,60.31598,28.86246,28.33667,NA,0
Live Oak,6/16/2019 11:30,31.69418,53.22653,29.07742,28.44662,NA,0
Live Oak,6/16/2019 11:45,32.11696,53.81719,29.38055,28.55463,NA,0
Live Oak,6/16/2019 12:00,31.57819,56.19509,29.60474,28.69812,NA,0
Live Oak,6/16/2019 12:15,31.83002,55.89289,29.75006,28.83615,NA,0
Live Oak,6/16/2019 12:30,32.439,50.34191,29.94708,28.99585,NA,0
Live Oak,6/16/2019 12:45,33.40969,51.01499,30.27316,29.12817,NA,0
Live Oak,6/16/2019 13:00,32.15206,51.02262,30.59982,29.25717,NA,0
Live Oak,6/16/2019 13:15,34.10109,43.37457,30.81427,29.40726,NA,0
Live Oak,6/16/2019 13:30,34.42313,43.63861,31.18845,29.56943,NA,0
Live Oak,6/16/2019 13:45,34.72075,43.87671,31.56659,29.77783,NA,0
Live Oak,6/16/2019 14:00,34.74212,43.15632,32.01282,29.99051,NA,0
Live Oak,6/16/2019 14:15,35.02447,40.50674,32.42908,30.22943,NA,0
Live Oak,6/16/2019 14:30,35.60292,40.4289,32.77225,30.46362,NA,0
Live Oak,6/16/2019 14:45,35.62582,44.03391,33.32544,30.71127,NA,0
Live Oak,6/16/2019 15:00,36.13253,41.15693,33.71915,30.95822,NA,0
Live Oak,6/16/2019 15:15,35.75249,37.98384,34.11655,31.2117,NA,0
Live Oak,6/16/2019 15:30,35.93412,39.45057,34.45602,31.44598,NA,0
Live Oak,6/16/2019 15:45,36.14169,38.65234,34.72687,31.69162,NA,0
Live Oak,6/16/2019 16:00,36.5202,38.00064,35.04565,31.92429,NA,0
Live Oak,6/16/2019 16:15,36.38436,36.53543,35.34943,32.1156,NA,0
Live Oak,6/16/2019 16:30,32.94418,51.52476,35.41016,32.33118,NA,0
Live Oak,6/16/2019 16:45,32.0147,54.87488,34.96768,32.42654,NA,0
Live Oak,6/16/2019 17:00,30.52966,61.7766,34.51776,32.59729,NA,0
Live Oak,6/16/2019 17:15,30.52966,62.42678,34.20831,32.61649,NA,0
Live Oak,6/16/2019 17:30,30.77386,60.67464,33.97543,32.58893,NA,0
Live Oak,6/16/2019 17:45,31.85139,59.63527,33.85913,32.57892,NA,0
Live Oak,6/16/2019 18:00,33.03728,53.92708,33.90771,32.54559,NA,0
Live Oak,6/16/2019 18:15,32.45731,56.74912,34.03372,32.51144,NA,0
Live Oak,6/16/2019 18:30,31.46677,60.49912,33.91031,32.54474,NA,0
Live Oak,6/16/2019 18:45,30.58154,62.43747,33.62781,32.53391,NA,0
Live Oak,6/16/2019 19:00,28.87825,69.38802,33.37241,32.50974,NA,0
Live Oak,6/16/2019 19:15,27.40847,74.91153,32.96411,32.45981,NA,0
Live Oak,6/16/2019 19:30,26.81323,77.96555,32.68927,32.36346,NA,0
Live Oak,6/16/2019 19:45,25.85932,78.689,32.36264,32.26495,NA,0
Live Oak,6/16/2019 20:00,25.35261,81.41336,32.02844,32.14771,NA,0
Live Oak,6/16/2019 20:15,25.0901,82.77936,31.73804,32.01938,NA,0
Live Oak,6/16/2019 20:30,24.66885,84.55133,31.44598,31.87024,NA,0
Live Oak,6/16/2019 20:45,24.5498,84.8688,31.18198,31.71606,NA,0
Live Oak,6/16/2019 21:00,24.48417,85.58308,30.92633,31.569,NA,0
Live Oak,6/16/2019 21:15,24.05376,86.96434,30.69226,31.42661,NA,0
Live Oak,6/16/2019 21:30,23.86756,89.12246,30.45264,31.27115,NA,0
Live Oak,6/16/2019 21:45,23.75004,88.78974,30.24188,31.11795,NA,0
Live Oak,6/16/2019 22:00,23.82635,89.14688,30.04483,30.99408,NA,0
Live Oak,6/16/2019 22:15,23.68289,90.2992,29.85272,30.84048,NA,0
Live Oak,6/16/2019 22:30,23.52873,90.12521,29.67694,30.7081,NA,0
Live Oak,6/16/2019 22:45,23.40969,90.29004,29.51505,30.57068,NA,0
Live Oak,6/16/2019 23:00,23.08002,90.67619,29.33557,30.45026,NA,0
Live Oak,6/16/2019 23:15,23.21432,90.75555,29.19186,30.31775,NA,0
Live Oak,6/16/2019 23:30,22.97165,91.21342,29.04343,30.18494,NA,0
Live Oak,6/16/2019 23:45,22.8465,91.57973,28.8858,30.06116,NA,0
Live Oak,6/17/2019 0:00,22.80376,91.9674,28.74307,29.95096,NA,0
Live Oak,6/17/2019 0:15,22.67709,92.65269,28.58743,29.82181,NA,0
Live Oak,6/17/2019 0:30,22.40389,93.11056,28.44662,29.72003,NA,0
Live Oak,6/17/2019 0:45,22.39014,93.20061,28.31891,29.60013,NA,0
Live Oak,6/17/2019 1:00,22.28331,93.59133,28.17386,29.49054,NA,0
Live Oak,6/17/2019 1:15,22.07727,94.17894,28.04929,29.37219,NA,0
Live Oak,6/17/2019 1:30,22.00859,94.36208,27.93613,29.27014,NA,0
Live Oak,6/17/2019 1:45,22.05285,94.57881,27.80792,29.19415,NA,0
Live Oak,6/17/2019 2:00,22.06201,94.60629,27.68674,29.08881,NA,0
Live Oak,6/17/2019 2:15,21.83307,94.4674,27.56448,28.98376,NA,0
Live Oak,6/17/2019 2:30,21.76133,94.76501,27.45129,28.89105,NA,0
Live Oak,6/17/2019 2:45,21.80407,94.50403,27.32904,28.78055,NA,0
Live Oak,6/17/2019 3:00,21.73538,94.67802,27.21655,28.69211,NA,0
Live Oak,6/17/2019 3:15,21.68502,94.45824,27.1015,28.58072,NA,0
Live Oak,6/17/2019 3:30,21.44998,94.39872,27.0126,28.49423,NA,0
Live Oak,6/17/2019 3:45,21.40724,94.69634,26.92526,28.40796,NA,0
Live Oak,6/17/2019 4:00,21.26683,95.34042,26.83392,28.2937,NA,0
Live Oak,6/17/2019 4:15,21.06231,95.4793,26.72214,28.22412,NA,0
Live Oak,6/17/2019 4:30,20.93563,95.61056,26.62488,28.13992,NA,0
Live Oak,6/17/2019 4:45,20.8349,95.99518,26.52362,28.07065,NA,0
Live Oak,6/17/2019 5:00,20.76011,95.72961,26.38733,27.96109,NA,0
Live Oak,6/17/2019 5:15,20.71432,96.3279,26.32678,27.87967,NA,0
Live Oak,6/17/2019 5:30,20.76622,96.24091,26.21225,27.80426,NA,0
Live Oak,6/17/2019 5:45,20.88679,96.99181,26.133,27.7261,NA,0
Live Oak,6/17/2019 6:00,20.95395,96.70641,26.04904,27.61536,NA,0
Live Oak,6/17/2019 6:15,20.69906,96.60262,25.9744,27.54773,NA,0
Live Oak,6/17/2019 6:30,20.47929,96.7934,25.88098,27.46866,NA,0
Live Oak,6/17/2019 6:45,20.63801,97.35507,25.81772,27.40134,NA,0
Live Oak,6/17/2019 7:00,20.79064,96.99335,25.76981,27.31461,NA,0
Live Oak,6/17/2019 7:15,21.30346,97.50311,25.74277,27.2605,NA,0
Live Oak,6/17/2019 7:30,21.75828,96.58889,25.75247,27.19641,NA,0
Live Oak,6/17/2019 7:45,22.91823,93.52876,25.8685,27.14459,NA,0
Live Oak,6/17/2019 8:00,23.88435,89.29798,25.97714,27.11658,NA,0
Live Oak,6/17/2019 8:15,24.8291,84.82759,26.28738,27.12521,NA,0
Live Oak,6/17/2019 8:30,25.56628,83.863,26.53421,27.1683,NA,0
Live Oak,6/17/2019 8:45,26.10047,81.3569,26.69302,27.23093,NA,0
Live Oak,6/17/2019 9:00,26.96127,75.73571,26.86673,27.30664,NA,0
Live Oak,6/17/2019 9:15,27.67709,73.18991,27.07855,27.40494,NA,0
Live Oak,6/17/2019 9:30,28.53027,67.17953,27.30377,27.52524,NA,0
Live Oak,6/17/2019 9:45,29.09956,67.2131,27.55069,27.64154,NA,0
Live Oak,6/17/2019 10:00,29.37428,62.28331,27.75677,27.75751,NA,0
Live Oak,6/17/2019 10:15,29.78942,64.47654,27.94641,27.89801,NA,0
Live Oak,6/17/2019 10:30,29.96647,59.20333,28.14288,28.03311,NA,0
Live Oak,6/17/2019 10:45,30.86237,60.05193,28.41833,28.16504,NA,0
Live Oak,6/17/2019 11:00,30.9799,57.50767,28.70334,28.32925,NA,0
Live Oak,6/17/2019 11:15,31.36451,56.4805,28.99359,28.49127,NA,0
Live Oak,6/17/2019 11:30,31.67435,55.45639,29.28989,28.65619,NA,0
Live Oak,6/17/2019 11:45,32.37947,53.67677,29.69156,28.82037,NA,0
Live Oak,6/17/2019 12:00,31.72929,54.94967,30.00522,29.02527,NA,0
Live Oak,6/17/2019 12:15,32.12612,52.96554,30.23721,29.19263,NA,0
Live Oak,6/17/2019 12:30,32.04675,53.20363,30.43927,29.34167,NA,0
Live Oak,6/17/2019 12:45,31.56598,56.81475,30.61246,29.4982,NA,0
Live Oak,6/17/2019 13:00,32.47716,55.83795,30.76508,29.64542,NA,0
Live Oak,6/17/2019 13:15,32.94418,54.26591,31.02838,29.76083,NA,0
Live Oak,6/17/2019 13:30,33.0495,51.86511,31.39352,29.88672,NA,0
Live Oak,6/17/2019 13:45,32.16579,54.99088,31.53659,30.0495,NA,0
Live Oak,6/17/2019 14:00,33.82941,50.5617,31.67697,30.20911,NA,0
Live Oak,6/17/2019 14:15,34.49792,44.55742,32.06293,30.32635,NA,0
Live Oak,6/17/2019 14:30,33.9622,48.19142,32.42078,30.49664,NA,0
Live Oak,6/17/2019 14:45,34.74212,45.12365,32.57059,30.67331,NA,0
Live Oak,6/17/2019 15:00,34.74669,44.30253,32.81509,30.83014,NA,0
Live Oak,6/17/2019 15:15,36.02264,43.52872,33.20883,30.98608,NA,0
Live Oak,6/17/2019 15:30,35.32056,39.53452,33.5788,31.20367,NA,0
Live Oak,6/17/2019 15:45,34.04003,46.95516,33.69327,31.38303,NA,0
Live Oak,6/17/2019 16:00,34.74822,42.35198,33.68811,31.48318,NA,0.03
Live Oak,6/17/2019 16:15,35.69144,41.08825,33.91727,31.70383,NA,0.16
Live Oak,6/17/2019 16:30,34.56201,49.37732,34.06509,31.85959,NA,0.08
Live Oak,6/17/2019 16:45,28.82025,66.89108,33.98239,32.00378,NA,0.02
Live Oak,6/17/2019 17:00,26.64687,83.97289,33.56421,32.095,NA,0.01
Live Oak,6/17/2019 17:15,24.94814,93.15635,32.29639,32.12463,NA,0
Live Oak,6/17/2019 17:30,24.7589,94.95885,31.32422,31.95047,NA,0
Live Oak,6/17/2019 17:45,24.55437,94.93291,31.01242,31.7323,NA,0
Live Oak,6/17/2019 18:00,24.22623,94.90085,30.76114,31.4888,NA,0.01
Live Oak,6/17/2019 18:15,24.04308,95.50219,30.46124,31.31052,NA,0
Live Oak,6/17/2019 18:30,23.99119,95.84408,30.18729,31.11389,NA,0
Live Oak,6/17/2019 18:45,23.84314,95.90208,29.89835,30.91837,NA,0
Live Oak,6/17/2019 19:00,23.73936,96.02264,29.64084,30.74924,NA,0
Live Oak,6/17/2019 19:15,23.70731,95.72808,29.42938,30.5817,NA,0
Live Oak,6/17/2019 19:30,23.68441,96.32943,29.22754,30.40707,NA,0
Live Oak,6/17/2019 19:45,23.6661,96.34621,29.07898,30.2388,NA,0
Live Oak,6/17/2019 20:00,24.11481,94.91611,28.9325,30.08838,NA,0
Live Oak,6/17/2019 20:15,23.89656,95.8334,28.75055,29.94324,NA,0
Live Oak,6/17/2019 20:30,23.7714,95.98296,28.4935,29.80093,NA,0
Live Oak,6/17/2019 20:45,23.72562,96.32027,28.27145,29.65695,NA,0
Live Oak,6/17/2019 21:00,23.69968,96.4439,28.15027,29.50201,NA,0
Live Oak,6/17/2019 21:15,23.55468,96.52174,27.98825,29.37595,NA,0
Live Oak,6/17/2019 21:30,23.39747,96.57363,27.81451,29.23743,NA,0
Live Oak,6/17/2019 21:45,23.51347,96.96435,27.69839,29.11908,NA,0
Live Oak,6/17/2019 22:00,23.35321,96.97655,27.50565,28.9996,NA,0
Live Oak,6/17/2019 22:15,23.27385,96.92924,27.32181,28.85269,NA,0
Live Oak,6/17/2019 22:30,23.21127,97.00404,27.14819,28.71909,NA,0
Live Oak,6/17/2019 22:45,23.10902,97.09713,27.03696,28.577,NA,0
Live Oak,6/17/2019 23:00,23.27996,97.19023,26.94962,28.46518,NA,0
Live Oak,6/17/2019 23:15,23.24485,97.2986,26.89316,28.33521,NA,0
Live Oak,6/17/2019 23:30,23.20059,97.2177,26.8154,28.24854,NA,0
Live Oak,6/17/2019 23:45,23.26316,97.38254,26.7236,28.15912,NA,0
Live Oak,6/18/2019 0:00,23.15786,97.09713,26.62488,28.05737,NA,0
Live Oak,6/18/2019 0:15,22.99454,96.96893,26.51724,27.96844,NA,0
Live Oak,6/18/2019 0:30,23.04949,97.24364,26.45294,27.88184,NA,0
Live Oak,6/18/2019 0:45,22.8465,97.4207,26.34576,27.77209,NA,0
Live Oak,6/18/2019 1:00,22.80529,97.4848,26.26276,27.70422,NA,0
Live Oak,6/18/2019 1:15,22.62061,97.50006,26.17365,27.6474,NA,0
Live Oak,6/18/2019 1:30,22.79309,97.69085,26.12393,27.52307,NA,0
Live Oak,6/18/2019 1:45,22.83582,97.91063,26.04208,27.45926,NA,0
Live Oak,6/18/2019 2:00,22.73051,97.7931,25.95413,27.37601,NA,0
Live Oak,6/18/2019 2:15,22.67556,97.72289,25.87198,27.2951,NA,0
Live Oak,6/18/2019 2:30,22.41916,97.63743,25.81705,27.22015,NA,0
Live Oak,6/18/2019 2:45,22.23141,97.67558,25.73584,27.14896,NA,0
Live Oak,6/18/2019 3:00,22.16732,97.94115,25.63336,27.06134,NA,0
Live Oak,6/18/2019 3:15,22.16732,97.95031,25.5408,26.99753,NA,0
